pmid,pmc_id,doi,title,first_author,authors,author_count,journal,publication_date,primary_type,all_publication_types,is_review,is_meta_analysis,is_guideline,is_systematic_review,has_fulltext,volume,issue,pages,appeared_in_iterations,num_iterations,is_duplicate
41233323,PMC12615778,10.1038/s41392-025-02484-5,Immune imprinting toward SARS-CoV-2 XBB: implications for vaccine strategy and variant risk assessment.,Yang X,Yang X; Li G; Wang Y; Song T; Cui T ... (12 total),12,Signal transduction and targeted therapy,2025-11-13,Journal Article,Journal Article,False,False,False,False,True,10,1,372,iteration_2_and_3_combined,1,False
41233346,PMC12615762,10.1038/s41467-025-65142-y,A Pseudomonas aeruginosa quorum-sensing metabolite manipulates macrophage ferroptosis through a methylation pathway.,Jia T,Jia T; Li F; Li T; Ren A; Lu P ... (13 total),13,Nature communications,2025-11-13,Journal Article,Journal Article,False,False,False,False,True,16,1,9992,iteration_2_and_3_combined,1,False
41233191,,10.1016/j.redox.2025.103897,GDF15 nanotherapy ameliorates NLRP3-associated redox imbalance and cardiac injury in sepsis.,Guo Y,Guo Y; Wang Q; Chang X; Zhao Y; Wang S ... (9 total),9,Redox biology,2025-11-13,Journal Article,Journal Article,False,False,False,False,False,,,103897,iteration_2_and_3_combined,1,False
41233369,PMC12615657,10.1038/s41598-025-23408-x,Diagnostic accuracy of interferon-gamma release assay and mucosal-associated invariant T cells in spinal tuberculosis.,Mekariya K,Mekariya K; Ayutthaya PSN; Naowanirut A; Wongsa A; Tassaneetrithep B ... (15 total),15,Scientific reports,2025-11-13,Journal Article,Journal Article,False,False,False,False,True,15,1,39822,iteration_2_and_3_combined,1,False
41233480,PMC12615587,10.1038/s41598-025-23518-6,"High-resolution genomic and molecular characterization of vancomycin-resistant enterococci from hospitalized patients in a tertiary care center in Riyadh, Saudi Arabia.",Almasaud LD,Almasaud LD; Alkhulaifi MM; Ghazawi A; Strepis N; Manzoor A ... (10 total),10,Scientific reports,2025-11-13,Journal Article,Journal Article,False,False,False,False,True,15,1,39764,iteration_2_and_3_combined,1,False
41223419,,10.2196/69966,Feasibility of mHealth Strategies to Promote Use of Wrist-Worn Alcohol Biosensors Among Young Adults With HIV: Protocol for the Engage Microrandomized Trial.,Carpenter SM,Carpenter SM; Case S; Lustria MLA; Marks LR; Yu Q ... (8 total),8,JMIR research protocols,2025-11-12,Journal Article,Journal Article,False,False,False,False,False,14,,e69966,iteration_2_and_3_combined,1,False
41224770,PMC12612108,10.1038/s41467-025-64894-x,Deep generative optimization of mRNA codon sequences for enhanced mRNA translation and therapeutic efficacy.,Li Y,Li Y; Wang F; Yang J; Han Z; Chen L ... (19 total),19,Nature communications,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,16,1,9957,iteration_2_and_3_combined,1,False
41225639,PMC12613757,10.1186/s40001-025-03289-6,Effect of clinical pharmacist's intervention on perioperative prophylaxis of antimicrobial drugs in AIDS patients.,Sun J,Sun J; Yang K; Lou X; Qi H; He G ... (6 total),6,European journal of medical research,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,30,1,1117,iteration_2_and_3_combined,1,False
41225677,PMC12613547,10.1186/s41043-025-01115-7,"A review on health system-based surveillance for acute flaccid paralysis: technological advancements, challenges, and outlooks.",Gemechu H,Gemechu H; Biru G; Gebremeskel E; Daba Nemomssa H; Dese K ... (21 total),21,"Journal of health, population, and nutrition",2025-11-12,Review,"Journal Article, Review",True,False,False,False,True,44,1,396,iteration_2_and_3_combined,1,False
41225686,PMC12613559,10.1186/s41927-025-00592-x,"CMV infection in active systemic lupus erythematosus: clinical characteristics, prognosis and treatment outcomes.",Sumethkul K,Sumethkul K; Kitumnuaypong T; Bupparenoo P; Angthararak S,4,BMC rheumatology,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,9,1,134,iteration_2_and_3_combined,1,False
41225313,PMC12613658,10.1186/s12865-025-00773-w,The effectiveness of unfractionated heparin vs. low molecular weight (Enoxaparin) in Acute Respiratory Distress Syndrom (ARDS) and metabolic dysfunction: an old drug for new indication!,Delasoud S,Delasoud S; Mojtahedzadeh M; Sharifzadeh M; Ghahremani MH; Kebriaeezadeh A ... (8 total),8,BMC immunology,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,26,1,90,iteration_2_and_3_combined,1,False
41225140,PMC12612034,10.1038/s44298-025-00159-0,Viral helicase and methyltransferase promote genotype one-hepatitis e virus internal ribosome entry site-like element activity.,Kumar S,Kumar S; Mehta S; Gupta J; Anand G; Hooda P ... (8 total),8,Npj viruses,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,3,1,77,iteration_2_and_3_combined,1,False
41224805,PMC12612258,10.1038/s41598-025-23226-1,"12S rRNA based phylogeny and genetic diversity of Haemaphysalis spinigera, the primary vector for Kyasanur forest disease in India.",Perumalsamy N,Perumalsamy N; Sharma R; Elango A; Nagarajan SA; Rahi M,5,Scientific reports,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,15,1,39688,iteration_2_and_3_combined,1,False
41222236,,10.1128/spectrum.02725-25,Epidemiology of diarrheagenic pathogens in acute hospitals in Singapore: a retrospective multicenter study.,Keng BMH,Keng BMH; Han P; Low A; Aung KT; Khor WC ... (13 total),13,Microbiology spectrum,2025-11-12,Journal Article,Journal Article,False,False,False,False,False,,,e0272525,iteration_2_and_3_combined,1,False
41224718,,10.4103/aian.aian_348_25,A Study of the Association of Cerebrospinal Fluid Neutrophil-to-Lymphocyte Ratio with Severity and Mortality in Patients with Tuberculous Meningitis.,Mateen S,Mateen S; Siddiqi Z; Singh S; Singh A; Khan M,5,Annals of Indian Academy of Neurology,2025-11-12,Journal Article,Journal Article,False,False,False,False,False,,,,iteration_2_and_3_combined,1,False
41222238,,10.1128/mbio.02227-25,Bacteria export alarmone synthetases that produce (p)ppApp and (p)ppGpp.,Ahmad S,Ahmad S; Guedez AG; Manisa B; Adewale A; Tsang KK ... (11 total),11,mBio,2025-11-12,Journal Article,Journal Article,False,False,False,False,False,,,e0222725,iteration_2_and_3_combined,1,False
41224308,PMC12612752,10.1136/bmjopen-2024-093519,Epidemiological impact of three major respiratory coronavirus epidemics on influenza transmission: a multicountry analysis using surveillance data and mathematical modelling.,Qu H,Qu H; Li K; Rui J; Chen Q; Li T ... (8 total),8,BMJ open,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,15,11,e093519,iteration_2_and_3_combined,1,False
41222000,PMC12611266,10.7554/eLife.107494,SLC35G3 is a UDP-N-acetylglucosamine transporter for sperm glycoprotein formation and underpins male fertility in mice.,Mashiko D,Mashiko D; Tonai S; Miyata H; Matzuk MM; Ikawa M,5,eLife,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,14,,,iteration_2_and_3_combined,1,False
41222253,,10.1128/spectrum.01493-25,Testing tongue swab samples by Cepheid Xpert MTB/RIF Ultra: comparison of two protocols applied to samples from persons with low-bacillary load TB.,Wood RC,Wood RC; Goodgion S; Olson AM; Luabeya AK; Hatherill M ... (6 total),6,Microbiology spectrum,2025-11-12,Journal Article,Journal Article,False,False,False,False,False,,,e0149325,iteration_2_and_3_combined,1,False
41222257,,10.1128/msphere.00468-25,Age and antibiotic use influence longitudinal dynamics of the upper respiratory microbiome in children with recurrent acute otitis media.,Hurst JH,Hurst JH; Xing Y; Dong Q; Hoberman A; Gao X ... (6 total),6,mSphere,2025-11-12,Journal Article,Journal Article,False,False,False,False,False,,,e0046825,iteration_2_and_3_combined,1,False
41222267,,10.1128/spectrum.01790-25,Sex-specific transcriptional regulation in lung macrophages during sub-acute Mycobacterium tuberculosis infection.,Dhanyalayam D,Dhanyalayam D; Thangavel H; Lizardo K; Desai JV; Nagajyothi JF,5,Microbiology spectrum,2025-11-12,Journal Article,Journal Article,False,False,False,False,False,,,e0179025,iteration_2_and_3_combined,1,False
41225612,PMC12613790,10.1186/s40001-025-03340-6,Influence of early enteral nutrition on mortality of adult patients with sepsis: a meta-analysis of randomized controlled trials.,Xu J,Xu J; Zhang J; Yang L; Han Z; Yue M,5,European journal of medical research,2025-11-12,Meta-Analysis,"Journal Article, Meta-Analysis",False,True,False,False,True,30,1,1112,"iteration_1_disease, iteration_1_disease, iteration_2_and_3_combined",3,True
41225371,PMC12613580,10.1186/s12882-025-04414-7,Hyperuricemia-induced kidney injury: a narrative review of mechanisms and therapeutic advances.,Zhang Y,Zhang Y; He F; Yu X; Li T; Zhou L ... (6 total),6,BMC nephrology,2025-11-12,Review,"Journal Article, Review",True,False,False,False,True,26,1,629,iteration_2_and_3_combined,1,False
41225556,PMC12613535,10.1186/s13063-025-09125-w,A randomised controlled trial comparing epinephrine and dexamethasone to placebo in the treatment of infants with bronchiolitis (BIPED study): a statistical analysis plan.,Heath A,Heath A; Rios D; Vogel KI; Rowe T; Wills-Ibarra N ... (12 total),12,Trials,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,26,1,496,iteration_2_and_3_combined,1,False
41225404,PMC12613619,10.1186/s12889-025-25179-6,"Knowledge, attitudes, practice and factors associated with the prevalence of modern contraceptives use among women from historically marginalized community in Rwanda: a cross-sectional study.",Hitayezu JBH,Hitayezu JBH; Uwamahoro R; Bazakare MLI; Nzeyimana Z; Kaberuka G ... (10 total),10,BMC public health,2025-11-12,Journal Article,Journal Article,False,False,False,False,True,25,1,3922,iteration_2_and_3_combined,1,False
